Company Name,Location,Industry,Founded,Headquarters,CEO,Employees Number
HP,"Palo Alto, California","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1939,"Palo Alto, California",Enrique Lores,"51,000"
Qatar National Bank,"Doha, Qatar",Banking,1964,Doha,Abdulla Mubarak Nasser Al-Khalifa,
KKR,"New York, New York",Diversified Financials,1976,"New York, New York","3,238",
Power Corp of Canada,"Montréal, Canada",Diversified Financials,1925,Montréal,Robert Jeffrey Orr,"33,700"
General Dynamics,"Reston, Virginia",Aerospace & Defense,1952,"Reston, Virginia",Phebe N. Novakovic,"89,775"
Humana,"Louisville, Kentucky",Insurance,1961,"Louisville, Kentucky",Bruce D. Broussard,"95,500"
DBS,"Singapore, Singapore",Banking,1968,Singapore,Piyush Gupta,"33,000"
NatWest Group,"Edinburgh, United Kingdom",Banking,1968,Edinburgh,Alison Marie Rose-Slade,"57,800"
Longfor Group Holdings,"Beijing, China",Construction,1993,Beijing,Xu Ping Chen,"44,065"
Cosco Shipping,"Tianjin, China",Transportation,2005,Tianjin,Zhi Jian Yang,"26,852"
China Communications Construction,"Beijing, China",Construction,2006,Beijing,Qi Tao Liu,"135,813"
Exelon,"Chicago, Illinois",Utilities,2000,"Chicago, Illinois",Chris M. Crane,"31,518"
Legal & General Group,"London, United Kingdom",Insurance,1981,London,Nigel David Wilson,"15,104"
China Minsheng Bank,"Beijing, China",Banking,1996,Beijing,Wan Chun Zheng,"60,232"
Progressive,"Mayfield Village, Ohio",Insurance,1937,"Mayfield Village, Ohio",Tricia Griffith,"49,000"
Northrop Grumman,"Falls Church, Virginia",Aerospace & Defense,1939,"Falls Church, Virginia",Kathy Warden,"90,000"
Netflix,"Los Gatos, California",Media & Advertising,1997,"Los Gatos, California",Reed Hastings Ted Sarandos,"8,600"
Sun Life Financial,"Toronto, Ontario",Banking and Financial Services,1865,"Toronto, Ontario",Kevin D. Strain,"24,589"
Archer Daniels Midland,"Chicago, Illinois","Food, Drink & Tobacco",1902,"Chicago, Illinois",Juan Ricardo Luciano,"41,000"
Marathon Petroleum,"Findlay, Ohio","Construction, Oil & Gas Operations, Mining and Chemicals",1887,"Findlay, Ohio",Michael J. Hennigan,"57,900"
Canadian Natural Resources,"Calgary, Canada",Oil & Gas Operations,1973,Calgary,Murray Edwards,"9,735"
CK Hutchison,"Hong Kong, Hong Kong",Conglomerates,2014,Hong Kong,Tzar Kuoi Li,"300,000"
PTT ,"Bangkok, Thailand",Oil & Gas Operations,1978,Bangkok,Auttapol Rerkpiboon,
Deutsche Bank,"Frankfurt, Germany",Banking,1870,Frankfurt,Christian Sewing,"82,969"
Oil & Natural Gas,"New Delhi, India",Oil & Gas Operations,1956,New Delhi,Alka Mittal,"51,280"
3M,"St. Paul, Minnesota",Packaged Goods,1902,"St. Paul, Minnesota",Michael F. Roman,"38,000"
Aflac,"Columbus, Georgia",Insurance,1955,"Columbus, Georgia",Daniel P. Amos,"4,851"
Société Générale,"Paris, France",Banking,1864,Paris,Frédéric Oudéa,"138,240"
Schneider Electric,"Rueil-Malmaison, France","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1836,Rueil-Malmaison,Jean-Pascal Tricoire,"147,468"
Southern Company,"Atlanta, Georgia",Utilities,1945,"Atlanta, Georgia",Tom Fanning,"27,300"
General Electric,"Mississauga, Ontario","Engineering, Manufacturing",1892,"Mississauga, Ontario",H. Lawrence Culp Jr.,"3,000"
McDonald's,"Chicago, Illinois","Hotels, Restaurants & Leisure",1955,"Chicago, Illinois",Christopher J. Kempczinski,"200,000"
China Resources Land,"Hong Kong, Hong Kong",Construction,1994,Hong Kong,Yong Tang,"49,478"
Midea Group,"Foshan, China",Consumer Durables,1968,Foshan,Hong Bo Fang,"149,239"
Eli Lilly,"Indianapolis, Indiana",Drugs & Biotechnology,1876,"Indianapolis, Indiana",David A. Ricks,"35,000"
Travelers,"New York, New York",Insurance,1864,"New York, New York",Alan D. Schnitzer,"30,000"
Oversea-Chinese Banking,"Singapore, Singapore",Banking,1932,Singapore,Pik Kuen Wong,"30,809"
Mondelez International,"Chicago, Illinois","Food, Drink & Tobacco",1903,"Chicago, Illinois",Dirk van de Put,"79,000"
PayPal,"San Jose, California",Banking and Financial Services,1998,"San Jose, California",Dan Schulman,"13,100"
Dai-ichi Life Insurance,"Tokyo, Japan",Insurance,1902,Tokyo,Seiji Inagaki,"64,823"
Takeda Pharmaceutical,"Osaka, Japan",Drugs & Biotechnology,1781,Osaka,Christophe Weber,"47,099"
Union Pacific,"Omaha, Nebraska",Transportation,1862,"Omaha, Nebraska",Lance M. Fritz,"29,905"
China Pacific Insurance,"Shanghai, China",Insurance,1991,Shanghai,"Yan Hong Pan, Takashi Kayamoto","107,741"
Nike,"Toronto, Ontario","Clothing, Shoes, Sports Equipment",1964,"Toronto, Ontario",John J. Donahoe II,"73,300"
NVIDIA,"Santa Clara, California","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1993,"Santa Clara, California",Jensen Huang,"22,473"
Philip Morris International,"New York, New York","Food, Drink & Tobacco",1847,"New York, New York",Jacek Olczak,"69,600"
China Everbright Bank,"Beijing, China",Banking,1992,Beijing,Haijiao Ge,"46,175"
Amgen,"Thousand Oaks, California",Drugs & Biotechnology,1980,"Thousand Oaks, California",Robert A. Bradway,"24,200"
Gilead Sciences,"Foster City, California",Drugs & Biotechnology,1987,"Foster City, California",Daniel O'Day,"14,400"
SAIC Motor,"Shanghai, China",Consumer Durables,1995,Shanghai,Zhi Xin Chen,"204,815"
L'Oréal,"Clichy, France",Household & Personal Products,1909,Clichy,Nicolas Hieronimus,"85,412"
ICICI Bank,"Mumbai, India",Banking,1994,Mumbai,Sandeep Bakhshi,"98,750"
Cathay Financial,"Taipei, Taiwan",Insurance,1975,Taipei,Chang Li,"57,100"
NAB - National Australia Bank,"Melbourne, Australia",Banking,1981,Melbourne,Ross Maxwell McEwan,"33,275"
China Vanke,"Shenzhen, China",Construction,1984,Shenzhen,Jiu Sheng Zhu,"139,494"
Qualcomm,"San Diego, California","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1985,"San Diego, California",Cristiano R. Amon,"45,000"
Telefónica,"Madrid, Spain",Telecommunications Services,1924,Madrid,José María Álvarez-Pallete López,"104,150"
Allstate,"Markham, Canada",Insurance,1931,Markham,Thomas Joseph Wilson II,"2,400"
China Telecom,"Beijing, China",Telecommunications Services,2002,Beijing,Rui Wen Ke,"278,922"
Fubon Financial,"Taipei, Taiwan",Insurance,2001,Taipei,Yue Han,"45,174"
ANZ,"Docklands, Australia",Banking,1835,Docklands,Shayne Cary Elliott,"40,221"
HCA Healthcare,"Nashville, Tennessee",Health Care Equipment & Services,1968,"Nashville, Tennessee",Samuel N. Hazen,"284,000"
Dow,"Midland, Michigan","Construction, Oil & Gas Operations, Mining and Chemicals",1897,"Midland, Michigan",Jim Fitterling,"35,700"
Micron Technology,"Boise, Idaho","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1978,"Boise, Idaho",Sanjay Mehrotra,"43,000"
Canadian Imperial Bank,"Toronto, Canada",Banking,1867,Toronto,Victor Dodig,"45,282"
ArcelorMittal,"Luxembourg, Luxembourg",Materials,2001,Luxembourg,Aditya Mittal,"157,909"
Mizuho Financial,"Tokyo, Japan",Banking,2003,Tokyo,Masahiro Kihara,"54,492"
Anglo American,"London, United Kingdom",Materials,1917,London,Duncan Graham Wanblad,"63,698"
ING Group,"Amsterdam, Netherlands",Diversified Financials,1991,Amsterdam,Steven van Rijswijk,"56,000"
Linde,"Guildford, United Kingdom",Chemicals,1879,Guildford,Sanjiv Lamba,"72,327"
Banco Bradesco,"Osasco, Brazil",Banking,1943,Osasco,Octávio de Lazari Jr.,"87,274"
Honeywell International,"Charlotte, North Carolina",Conglomerates,1927,"Charlotte, North Carolina",Darius Adamczyk,"34,000"
Poly Developments & Holdings Group,"Guangzhou, China",Construction,1992,Guangzhou,Dong Li Zhou,"61,854"
E.ON,"Essen, Germany",Utilities,1929,Essen,Leonhard Birnbaum,"72,169"
VINCI,"Rueil-Malmaison, France",Construction,1899,Rueil-Malmaison,Xavier Huillard,"217,731"
América Móvil,"Mexico City, Mexico",Telecommunications Services,2000,Mexico City,Daniel Hajj Aboumrad,"186,851"
Accenture,"Dublin, Ireland",Professional Services,1989,Dublin,Julie Spellman Sweet,"710,000"
Tokio Marine Holdings,"Tokyo, Japan",Insurance,2002,Tokyo,Satoru Komiya,"43,257"
Dell Technologies,"Round Rock, Texas","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1984,"Round Rock, Texas",Michael Dell,"42,560"
ENGIE ,"Paris, France",Oil & Gas Operations,1946,Paris,Catherine MacGregor,"171,474"
Westpac Banking Group,"Sydney, Australia",Banking,1817,Sydney,Peter Francis King,"40,143"
Lockheed Martin,"Bethesda, Maryland",Aerospace & Defense,1912,"Bethesda, Maryland",James D. Taiclet,"106,020"
BlackRock,"New York, New York",Diversified Financials,1988,"New York, New York",Laurence Douglas Fink,"18,400"
SAP,"Walldorf, Germany","IT, Internet, Software & Services",1972,Walldorf,Christian Klein,"107,415"
SK Hynix,"Icheon, South Korea",Semiconductors,1949,Icheon,Seok-Hee Lee,"30,135"
Duke Energy,"Charlotte, North Carolina",Utilities,1904,"Charlotte, North Carolina",Lynn J. Good,"27,605"
LukOil,"Moscow, Russia",Oil & Gas Operations,1991,Moscow,Vadim Nikolayevich Vorobyov,
Broadcom,"San Jose, California",Semiconductors,1961,"San Jose, California",Hock E. Tan,"20,000"
Deutsche Post,"Bonn, Germany",Transportation,1995,Bonn,Frank Appel,"592,263"
Medtronic,"Dublin, Ireland",Health Care Equipment & Services,1949,Dublin,Geoffrey Straub Martha,"90,000"
Møller-Maersk,"Copenhagen, Denmark",Transportation,2009,Copenhagen,Søren Skou,"2,852"
Lowe's,"Mooresville, North Carolina",Retail and Wholesale,1921,"Mooresville, North Carolina",Marvin R. Ellison,"300,000"
PNC Financial Services,"Pittsburgh, Pennsylvania",Banking and Financial Services,1845,"Pittsburgh, Pennsylvania",William S. Demchak,"59,426"
Generali Group,"Trieste, Italy",Insurance,1831,Trieste,Philippe Donnet,"74,621"
FedEx,"Memphis, Tennessee",Transportation and Logistics,1971,"Memphis, Tennessee",Frederick W. Smith,"600,000"
Japan Post Holdings,"Tokyo, Japan",Insurance,1871,Tokyo,Hiroya Masuda,"243,612"
Munich Re,"Munich, Germany",Insurance,1866,Munich,Joachim Wenning PhD,"39,281"
Walgreens,"Deerfield, Illinois",Retail and Wholesale,1901,"Deerfield, Illinois",Stefano Pessina,"225,000"
Danaher,"Washington, District of Columbia","Engineering, Manufacturing",1984,"Washington, District of Columbia",Rainer M. Blair,"80,000"
Barclays,"London, United Kingdom",Banking and Financial Services,1896,London,C. S. Venkatakrishnan,"81,600"
HDFC Bank,"Mumbai, India",Banking,1994,Mumbai,Sashidhar Jagdishan,"120,093"
BBVA-Banco Bilbao Vizcaya,"Madrid, Spain",Banking,1999,Madrid,Onur Genç,"110,432"
Deere & Company,"Moline, Illinois",Automotive (Automotive and Suppliers),1837,"Moline, Illinois",John C. May,"69,000"
China Citic Bank,"Chaoyang, China",Banking,1987,Chaoyang,He Ying Fang,"55,419"
Hyundai Motor,"Seoul, South Korea",Consumer Durables,1967,Seoul,Eui-Sun Chung,"71,982"
KDDI,"Tokyo, Japan",Telecommunications Services,1984,Tokyo,", Tomonari Sato","47,320"
Tesla,"Austin, Texas",Consumer Durables,2003,"Austin, Texas",Elon Reeve Musk,"99,290"
Target,"Minneapolis, Minnesota",Retail and Wholesale,1902,"Minneapolis, Minnesota",Brian Cornell,"450,000"
Visa,"San Francisco, California",Business Services & Supplies,1958,"San Francisco, California",Alfred F. Kelly Jr.,"21,500"
Hitachi,"Tokyo, Japan",Conglomerates,1910,Tokyo,Toshiaki Higashihara,"350,864"
Mitsui,"Tokyo, Japan",Trading Companies,1947,Tokyo,Kenichi Hori,"44,509"
Truist Financial,"Charlotte, North Carolina",Banking and Financial Services,1872,"Charlotte, North Carolina",William H. Rogers Jr.,"164,497"
Enbridge,"Calgary, Canada",Oil & Gas Operations,1949,Calgary,Albert Monaco,"10,900"
Itaú Unibanco Holding,"São Paulo, Brazil",Banking,1944,São Paulo,Milton Maluhy Filho,"99,600"
Itochu,"Tokyo, Japan",Trading Companies,1858,Tokyo,Masahiro Okafuji,"125,944"
Caterpillar,"Deerfield, Illinois","Engineering, Manufacturing",1925,"Deerfield, Illinois",James Umpleby,"107,700"
China Shenhua Energy,"Beijing, China",Materials,2004,Beijing,Zhi Ren Lu,"77,872"
Charles Schwab,"San Francisco, California",Banking and Financial Services,1971,"San Francisco, California",Walter W. Bettinger II,"33,000"
CNOOC,"Hong Kong, Hong Kong",Oil & Gas Operations,1999,Hong Kong,Xin Huai Zhou,"19,086"
BASF,"Ludwigshafen am Rhein, Germany","Construction, Oil & Gas Operations, Mining and Chemicals",1865,Ludwigshafen am Rhein,Martin Brudermüller,"111,047"
Abbott Laboratories,"Chicago, Illinois",Health Care Equipment & Services,1888,"Chicago, Illinois",Robert B. Ford,"33,900"
Iberdrola,"Bilbao, Spain",Utilities,1992,Bilbao,José Ignacio Sánchez Galán,"45,000"
Sumitomo Mitsui Financial,"Tokyo, Japan",Banking,2002,Tokyo,Jun Ohta,"86,781"
Intesa Sanpaolo,"Turin, Italy",Banking,2007,Turin,Carlo Messina,"108,043"
Manulife,"Toronto, Canada",Insurance,1999,Toronto,Roy Gori,"38,000"
ConocoPhillips,"Houston, Texas","Construction, Oil & Gas Operations, Mining and Chemicals",1875,"Houston, Texas",Ryan Lance,"9,400"
Unilever,"London, United Kingdom",Packaged Goods,1872,London,Alan Jope,"148,000"
GlaxoSmithKline,"Middlesex, United Kingdom",Drugs & Biotechnology,2000,Middlesex,Emma N. Walmsley,"90,096"
US Bancorp,"Minneapolis, Minnesota",Banking,1929,"Minneapolis, Minnesota",Andrew J. Cecere,"68,796"
Charter Communications,"Stamford, Connecticut",Media,1993,"Stamford, Connecticut",Thomas M. Rutledge,"93,700"
Credit Agricole,"Montrouge, France",Banking,2000,Montrouge,Philippe Brassac,"77,795"
Hon Hai Precision ,"New Taipei, Taiwan",Technology Hardware & Equipment,1974,New Taipei,Yang-wei Liu,
AIRBUS,"Leiden, Netherlands","Engineering, Manufacturing",1970,Leiden,Guillaume Faury,"126,495"
Vale,"Rio de Janeiro, Brazil",Materials,1942,Rio de Janeiro,Eduardo De Salles Bartolomeo,"72,266"
EDF ,"Paris, France",Utilities,1955,Paris,Jean-Bernard Levy,"165,790"
Costco Wholesale,"Issaquah, Washington",Retail and Wholesale,1983,"Issaquah, Washington",W. Craig Jelinek,"192,000"
Bank of Montreal,"Toronto, Canada",Banking,1817,Toronto,Darryl White,"43,863"
Thermo Fisher Scientific,"Waltham, Massachusetts",Drugs & Biotechnology,1983,"Waltham, Massachusetts",Marc N. Casper ,"90,000"
Sberbank,"Moscow, Russia",Banking,1841,Moscow,Herman Oskarovich Gref,"287,866"
Oracle,"Redwood Shores, California","IT, Internet, Software & Services",1977,"Redwood Shores, California",Safara Catz,"133,000"
Enel,"Rome, Italy",Utilities,1962,Rome,Francesco Starace,"66,279"
Eni,"Rome, Italy",Oil & Gas Operations,1953,Rome,Claudio Descalzi,"30,775"
Bristol Myers Squibb,"New York, New York",Drugs & Biotechnology,1887,"New York, New York",Giovanni Caforio,"18,676"
Coca-Cola,"Atlanta, Georgia","Food, Soft Beverages, Alcohol & Tobacco",1886,"Atlanta, Georgia",James Quincey,"9,400"
Capital One,"McLean, Virginia",Banking and Financial Services,1994,"McLean, Virginia",Richard D. Fairbank ,"50,767"
Commonwealth Bank,"Sydney, Australia",Banking,1911,Sydney,Matthew Comyn,"44,375"
Shanghai Pudong Development,"Shanghai, China",Banking,1992,Shanghai,Guo Fu Gao,"61,686"
China State Construction Engineering,"Beijing, China",Construction,1982,Beijing,Xiang Ming Wang,"335,038"
Mitsubishi,"Tokyo, Japan",Trading Companies,1870,Tokyo,Takehiko Kakiuchi,"82,997"
Raytheon Technologies,"Waltham, Massachusetts",Aerospace & Defense,1922,"Waltham, Massachusetts",Gregory J. Hayes,"174,000"
State Bank of India,"Mumbai, India",Banking,1921,Mumbai,Swaminathan Janakiraman,"245,652"
UBS,"Zurich, Switzerland",Banking and Financial Services,1862,Zurich,Ralph Hamers,"71,385"
Honda Motor,"Tokyo, Japan",Automotive (Automotive and Suppliers),1959,Tokyo,Toshihiro Mibe,"211,374"
British American Tobacco,"London, United Kingdom","Food, Drink & Tobacco",1902,London,Jack Bowles,"55,981"
Sanofi ,"Paris, France",Drugs & Biotechnology,1973,Paris,Paul Hudson,"95,442"
CITIC,"Hong Kong, Hong Kong",Trading Companies,1979,Hong Kong,Zhen Ming Chang,"310,000"
United Parcel Service,"Atlanta, Georgia",Transportation and Logistics,1907,"Atlanta, Georgia",Carol B. Tomé,"534,000"
Lloyds Banking Group,"London, United Kingdom",Banking,1985,London,Charlie Nunn,"57,955"
Chubb,"Zurich, Switzerland",Insurance,1985,Zurich,Evan G. Greenberg,"31,000"
IBM,"Markham, Ontario","IT, Internet, Software & Services",1911,"Markham, Ontario",Arvind Krishna,"3,900"
Walt Disney,"Burbank, California",Media & Advertising,1923,"Burbank, California",Robert A. Chapek,"190,000"
Anheuser-Busch InBev,"Leuven, Belgium","Food, Soft Beverages, Alcohol & Tobacco",2008,Leuven,Michel Dimitrios Doukeris,"169,339"
Glencore International,"Baar, Switzerland",Materials,1974,Baar,Gary Nagle,"135,000"
Cisco Systems,"San Jose, California","IT, Internet, Software & Services",1984,"San Jose, California",Chuck Robbins,"38,000"
Bank of Nova Scotia,"Toronto, Canada",Banking,1832,Toronto,Brian Johnston Porter,"89,488"
Elevance Health,"Indianapolis, Indiana",Insurance,2004,"Indianapolis, Indiana",Gail K. Boudreaux,"83,400"
Merck & Co.,"Kenilworth, New Jersey",Drugs & Biotechnology,1891,"Kenilworth, New Jersey",Robert M. Davis,"27,000"
Prudential Financial,"Newark, New Jersey",Banking and Financial Services,1875,"Newark, New Jersey",Charles F. Lowrey,"15,364"
PepsiCo,"Purchase, New York","Food, Soft Beverages, Alcohol & Tobacco",1965,"Purchase, New York",Ramon L. Laguarta,"129,000"
Rio Tinto,"London, United Kingdom",Materials,1873,London,Jakob Stausholm,"49,345"
Brookfield Asset Management,"Toronto, Canada",Diversified Financials,1997,Toronto,James Bruce Flatt,"180,000"
American International Group,"New York, New York",Insurance,1919,"New York, New York",Peter S. Zaffino,"36,600"
Rosneft,"Moscow, Russia",Oil & Gas Operations,1993,Moscow,Igor Ivanovich Sechin,
Cigna,"Bloomfield, Connecticut",Insurance,1792,"Bloomfield, Connecticut",David Cordani,"65,593"
Siemens,"Munich, Germany",Professional Service,1847,Munich,Roland Emil Busch,"8,000"
Zurich Insurance Group,"Zurich, Switzerland",Insurance,1872,Zurich,Mario Greco,"55,000"
Stellantis,"Amsterdam, Netherlands",Automotive (Automotive and Suppliers),2021,Amsterdam,Carlos Tavares,"189,512"
BHP Group,"Melbourne, Australia",Materials,1885,Melbourne,Mike Henry,"80,000"
The Home Depot,"Toronto, Ontario",Retail and Wholesale,1978,"Toronto, Ontario",Edward P. Decker,"30,000"
Roche Holding,"Basel, Switzerland",Drugs & Biotechnology,1896,Basel,Severin Schwan,"100,920"
MetLife,"New York, New York",Insurance,1868,"New York, New York",Michel A. Khalaf,"43,000"
AIA Group,"Hong Kong, Hong Kong",Insurance,1919,Hong Kong,Yuan Xiang Li,"23,000"
Equinor,"Stavanger, Norway",Oil & Gas Operations,1972,Stavanger,Anders Opedal,"21,126"
American Express,"New York, New York",Banking and Financial Services,1850,"New York, New York",Stephen J. Squeri,"22,000"
China Life Insurance,"Beijing, China",Insurance,2003,Beijing,Heng Xuan Su,"103,262"
General Motors,"Detroit, Michigan",Automotive (Automotive and Suppliers),1908,"Detroit, Michigan",Mary T. Barra,"88,400"
Novartis,"Basel, Switzerland",Drugs & Biotechnology,1996,Basel,Vasant Narasimhan,"104,323"
Petrobras,"Rio de Janeiro, Brazil",Oil & Gas Operations,1953,Rio de Janeiro,José Mauro Ferreira,"45,532"
Bank of Communications,"Shanghai, China",Banking,1908,Shanghai,Ren Deqi,"90,238"
LVMH Moët Hennessy Louis Vuitton,"Paris, France","Clothing, Shoes, Sports Equipment",1987,Paris,Bernard Arnault,"34,930"
BMW Group,"Munich, Germany",Automotive (Automotive and Suppliers),1975,Munich,Oliver Zipse,"118,909"
Deutsche Telekom,"Bonn, Germany",Telecommunications Services,1995,Bonn,Timotheus Höttges,"216,528"
AbbVie,"North Chicago, Illinois",Drugs & Biotechnology,2013,"North Chicago, Illinois",Richard A. Gonzalez,"50,000"
